country,geo,tier,tier_code,year,in_model,barrier,barrier_code,exposure_pct,tier_mean_pct,deviation_pp,coefficient,contribution_pp,actual_adoption_pct,expected_adoption_pct,gap_pp,unexplained_pp,tier_n_cells,tier_n_countries,tier_delta_r2,outcome_code,outcome_unit,exposure_unit,generated_utc,rank_in_unit,tier_ranking_stable
Luxembourg,LU,Large (250+),LARGE_GE250,2025,True,Privacy and data protection,E_AI_BCDP,58.2,55.5,2.7,0.3887,1.07,58.0,55.3,2.7,7.5,21,21,0.813,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,5,True
Luxembourg,LU,Large (250+),LARGE_GE250,2025,True,Legal consequences unclear,E_AI_BLEG,51.3,47.6,3.7,-0.2175,-0.8,58.0,55.3,2.7,7.5,21,21,0.813,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,6,True
Luxembourg,LU,Large (250+),LARGE_GE250,2025,True,Cost too high,E_AI_BCST,41.8,41.9,-0.1,-0.6743,0.06,58.0,55.3,2.7,7.5,21,21,0.813,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,7,True
Malta,MT,Large (250+),LARGE_GE250,2025,True,Cost too high,E_AI_BCST,64.0,41.9,22.1,-0.6743,-14.91,51.8,55.3,-3.5,-2.04,21,21,0.813,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,1,True
Malta,MT,Large (250+),LARGE_GE250,2025,True,Lack of expertise,E_AI_BLE,75.2,63.6,11.6,0.5916,6.85,51.8,55.3,-3.5,-2.04,21,21,0.813,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,2,True
Malta,MT,Large (250+),LARGE_GE250,2025,True,AI not useful for us,E_AI_BNU,15.2,12.0,3.2,1.3409,4.24,51.8,55.3,-3.5,-2.04,21,21,0.813,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,3,True
Malta,MT,Large (250+),LARGE_GE250,2025,True,Data availability or quality,E_AI_BDDT,49.6,44.7,4.8,0.789,3.81,51.8,55.3,-3.5,-2.04,21,21,0.813,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,4,True
Malta,MT,Large (250+),LARGE_GE250,2025,True,Legal consequences unclear,E_AI_BLEG,34.4,47.6,-13.2,-0.2175,2.87,51.8,55.3,-3.5,-2.04,21,21,0.813,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,5,True
Malta,MT,Large (250+),LARGE_GE250,2025,True,Incompatible with existing systems,E_AI_BINC,58.4,42.9,15.6,-0.1525,-2.38,51.8,55.3,-3.5,-2.04,21,21,0.813,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,6,True
Malta,MT,Large (250+),LARGE_GE250,2025,True,Privacy and data protection,E_AI_BCDP,50.4,55.5,-5.0,0.3887,-1.96,51.8,55.3,-3.5,-2.04,21,21,0.813,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,7,True
Netherlands,NL,Large (250+),LARGE_GE250,2025,True,Cost too high,E_AI_BCST,24.9,41.9,-17.0,-0.6743,11.45,67.6,55.3,12.4,-1.08,21,21,0.813,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,1,True
Netherlands,NL,Large (250+),LARGE_GE250,2025,True,Lack of expertise,E_AI_BLE,73.0,63.6,9.3,0.5916,5.52,67.6,55.3,12.4,-1.08,21,21,0.813,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,2,True
Netherlands,NL,Large (250+),LARGE_GE250,2025,True,AI not useful for us,E_AI_BNU,8.4,12.0,-3.6,1.3409,-4.81,67.6,55.3,12.4,-1.08,21,21,0.813,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,3,True
Netherlands,NL,Large (250+),LARGE_GE250,2025,True,Privacy and data protection,E_AI_BCDP,61.4,55.5,5.9,0.3887,2.3,67.6,55.3,12.4,-1.08,21,21,0.813,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,4,True
Netherlands,NL,Large (250+),LARGE_GE250,2025,True,Data availability or quality,E_AI_BDDT,42.2,44.7,-2.5,0.789,-2.0,67.6,55.3,12.4,-1.08,21,21,0.813,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,5,True
Netherlands,NL,Large (250+),LARGE_GE250,2025,True,Incompatible with existing systems,E_AI_BINC,32.9,42.9,-10.0,-0.1525,1.52,67.6,55.3,12.4,-1.08,21,21,0.813,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,6,True
Netherlands,NL,Large (250+),LARGE_GE250,2025,True,Legal consequences unclear,E_AI_BLEG,50.0,47.6,2.4,-0.2175,-0.52,67.6,55.3,12.4,-1.08,21,21,0.813,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,7,True
Norway,NO,Large (250+),LARGE_GE250,2025,True,Cost too high,E_AI_BCST,30.2,41.9,-11.7,-0.6743,7.92,66.0,55.3,10.8,-3.5,21,21,0.813,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,1,True
Norway,NO,Large (250+),LARGE_GE250,2025,True,Data availability or quality,E_AI_BDDT,51.7,44.7,6.9,0.789,5.46,66.0,55.3,10.8,-3.5,21,21,0.813,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,2,True
Norway,NO,Large (250+),LARGE_GE250,2025,True,AI not useful for us,E_AI_BNU,9.5,12.0,-2.5,1.3409,-3.36,66.0,55.3,10.8,-3.5,21,21,0.813,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,3,True
Norway,NO,Large (250+),LARGE_GE250,2025,True,Lack of expertise,E_AI_BLE,68.8,63.6,5.2,0.5916,3.06,66.0,55.3,10.8,-3.5,21,21,0.813,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,4,True
Norway,NO,Large (250+),LARGE_GE250,2025,True,Incompatible with existing systems,E_AI_BINC,36.0,42.9,-6.9,-0.1525,1.05,66.0,55.3,10.8,-3.5,21,21,0.813,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,5,True
Norway,NO,Large (250+),LARGE_GE250,2025,True,Legal consequences unclear,E_AI_BLEG,45.4,47.6,-2.2,-0.2175,0.48,66.0,55.3,10.8,-3.5,21,21,0.813,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,6,True
Norway,NO,Large (250+),LARGE_GE250,2025,True,Privacy and data protection,E_AI_BCDP,54.6,55.5,-0.8,0.3887,-0.32,66.0,55.3,10.8,-3.5,21,21,0.813,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,7,True
Poland,PL,Large (250+),LARGE_GE250,2025,True,Cost too high,E_AI_BCST,62.8,41.9,20.9,-0.6743,-14.12,45.8,55.3,-9.4,4.88,21,21,0.813,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,1,True
Poland,PL,Large (250+),LARGE_GE250,2025,True,AI not useful for us,E_AI_BNU,21.6,12.0,9.6,1.3409,12.81,45.8,55.3,-9.4,4.88,21,21,0.813,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,2,True
Poland,PL,Large (250+),LARGE_GE250,2025,True,Data availability or quality,E_AI_BDDT,32.6,44.7,-12.2,0.789,-9.6,45.8,55.3,-9.4,4.88,21,21,0.813,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,3,True
Poland,PL,Large (250+),LARGE_GE250,2025,True,Lack of expertise,E_AI_BLE,57.5,63.6,-6.2,0.5916,-3.65,45.8,55.3,-9.4,4.88,21,21,0.813,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,4,True
Poland,PL,Large (250+),LARGE_GE250,2025,True,Legal consequences unclear,E_AI_BLEG,51.4,47.6,3.8,-0.2175,-0.83,45.8,55.3,-9.4,4.88,21,21,0.813,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,5,True
Poland,PL,Large (250+),LARGE_GE250,2025,True,Privacy and data protection,E_AI_BCDP,57.4,55.5,1.9,0.3887,0.75,45.8,55.3,-9.4,4.88,21,21,0.813,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,6,True
Poland,PL,Large (250+),LARGE_GE250,2025,True,Incompatible with existing systems,E_AI_BINC,40.8,42.9,-2.1,-0.1525,0.31,45.8,55.3,-9.4,4.88,21,21,0.813,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,7,True
Portugal,PT,Large (250+),LARGE_GE250,2025,True,Data availability or quality,E_AI_BDDT,53.5,44.7,8.8,0.789,6.92,49.2,55.3,-6.1,2.74,21,21,0.813,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,1,True
Portugal,PT,Large (250+),LARGE_GE250,2025,True,Cost too high,E_AI_BCST,51.8,41.9,9.9,-0.6743,-6.71,49.2,55.3,-6.1,2.74,21,21,0.813,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,2,True
Portugal,PT,Large (250+),LARGE_GE250,2025,True,AI not useful for us,E_AI_BNU,7.3,12.0,-4.7,1.3409,-6.31,49.2,55.3,-6.1,2.74,21,21,0.813,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,3,True
Portugal,PT,Large (250+),LARGE_GE250,2025,True,Lack of expertise,E_AI_BLE,60.1,63.6,-3.5,0.5916,-2.07,49.2,55.3,-6.1,2.74,21,21,0.813,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,4,True
Portugal,PT,Large (250+),LARGE_GE250,2025,True,Legal consequences unclear,E_AI_BLEG,53.2,47.6,5.6,-0.2175,-1.23,49.2,55.3,-6.1,2.74,21,21,0.813,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,5,True
Portugal,PT,Large (250+),LARGE_GE250,2025,True,Privacy and data protection,E_AI_BCDP,57.7,55.5,2.3,0.3887,0.88,49.2,55.3,-6.1,2.74,21,21,0.813,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,6,True
Portugal,PT,Large (250+),LARGE_GE250,2025,True,Incompatible with existing systems,E_AI_BINC,45.0,42.9,2.1,-0.1525,-0.33,49.2,55.3,-6.1,2.74,21,21,0.813,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,7,True
Slovakia,SK,Large (250+),LARGE_GE250,2025,True,Cost too high,E_AI_BCST,50.7,41.9,8.8,-0.6743,-5.96,43.7,55.3,-11.5,1.77,21,21,0.813,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,1,True
Slovakia,SK,Large (250+),LARGE_GE250,2025,True,Data availability or quality,E_AI_BDDT,38.3,44.7,-6.5,0.789,-5.1,43.7,55.3,-11.5,1.77,21,21,0.813,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,2,True
Slovakia,SK,Large (250+),LARGE_GE250,2025,True,Legal consequences unclear,E_AI_BLEG,57.4,47.6,9.8,-0.2175,-2.12,43.7,55.3,-11.5,1.77,21,21,0.813,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,3,True
Slovakia,SK,Large (250+),LARGE_GE250,2025,True,Incompatible with existing systems,E_AI_BINC,52.2,42.9,9.3,-0.1525,-1.42,43.7,55.3,-11.5,1.77,21,21,0.813,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,4,True
Slovakia,SK,Large (250+),LARGE_GE250,2025,True,Lack of expertise,E_AI_BLE,64.6,63.6,0.9,0.5916,0.54,43.7,55.3,-11.5,1.77,21,21,0.813,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,5,True
Slovakia,SK,Large (250+),LARGE_GE250,2025,True,AI not useful for us,E_AI_BNU,12.4,12.0,0.4,1.3409,0.54,43.7,55.3,-11.5,1.77,21,21,0.813,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,6,True
Slovakia,SK,Large (250+),LARGE_GE250,2025,True,Privacy and data protection,E_AI_BCDP,56.1,55.5,0.6,0.3887,0.23,43.7,55.3,-11.5,1.77,21,21,0.813,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,7,True
Slovenia,SI,Large (250+),LARGE_GE250,2025,True,AI not useful for us,E_AI_BNU,17.6,12.0,5.6,1.3409,7.55,71.7,55.3,16.5,9.61,21,21,0.813,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,1,True
Slovenia,SI,Large (250+),LARGE_GE250,2025,True,Data availability or quality,E_AI_BDDT,49.5,44.7,4.7,0.789,3.74,71.7,55.3,16.5,9.61,21,21,0.813,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,2,True
Slovenia,SI,Large (250+),LARGE_GE250,2025,True,Legal consequences unclear,E_AI_BLEG,57.4,47.6,9.8,-0.2175,-2.14,71.7,55.3,16.5,9.61,21,21,0.813,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,3,True
Slovenia,SI,Large (250+),LARGE_GE250,2025,True,Cost too high,E_AI_BCST,39.0,41.9,-2.9,-0.6743,1.94,71.7,55.3,16.5,9.61,21,21,0.813,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,4,True
Slovenia,SI,Large (250+),LARGE_GE250,2025,True,Lack of expertise,E_AI_BLE,60.4,63.6,-3.2,0.5916,-1.91,71.7,55.3,16.5,9.61,21,21,0.813,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,5,True
Slovenia,SI,Large (250+),LARGE_GE250,2025,True,Privacy and data protection,E_AI_BCDP,50.8,55.5,-4.7,0.3887,-1.83,71.7,55.3,16.5,9.61,21,21,0.813,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,6,True
Slovenia,SI,Large (250+),LARGE_GE250,2025,True,Incompatible with existing systems,E_AI_BINC,46.0,42.9,3.1,-0.1525,-0.47,71.7,55.3,16.5,9.61,21,21,0.813,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,7,True
Spain,ES,Large (250+),LARGE_GE250,2025,True,Lack of expertise,E_AI_BLE,74.6,63.6,11.0,0.5916,6.49,57.5,55.3,2.2,-5.71,21,21,0.813,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,1,True
Spain,ES,Large (250+),LARGE_GE250,2025,True,AI not useful for us,E_AI_BNU,7.2,12.0,-4.8,1.3409,-6.47,57.5,55.3,2.2,-5.71,21,21,0.813,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,2,True
Spain,ES,Large (250+),LARGE_GE250,2025,True,Data availability or quality,E_AI_BDDT,51.8,44.7,7.0,0.789,5.53,57.5,55.3,2.2,-5.71,21,21,0.813,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,3,True
Spain,ES,Large (250+),LARGE_GE250,2025,True,Incompatible with existing systems,E_AI_BINC,31.2,42.9,-11.6,-0.1525,1.77,57.5,55.3,2.2,-5.71,21,21,0.813,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,4,True
Spain,ES,Large (250+),LARGE_GE250,2025,True,Privacy and data protection,E_AI_BCDP,57.8,55.5,2.3,0.3887,0.91,57.5,55.3,2.2,-5.71,21,21,0.813,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,5,True
Spain,ES,Large (250+),LARGE_GE250,2025,True,Cost too high,E_AI_BCST,42.3,41.9,0.4,-0.6743,-0.29,57.5,55.3,2.2,-5.71,21,21,0.813,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,6,True
Spain,ES,Large (250+),LARGE_GE250,2025,True,Legal consequences unclear,E_AI_BLEG,47.7,47.6,0.1,-0.2175,-0.02,57.5,55.3,2.2,-5.71,21,21,0.813,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,7,True
Sweden,SE,Large (250+),LARGE_GE250,2025,True,Cost too high,E_AI_BCST,24.1,41.9,-17.8,-0.6743,12.0,71.9,55.3,16.6,-0.37,21,21,0.813,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,1,True
Sweden,SE,Large (250+),LARGE_GE250,2025,True,AI not useful for us,E_AI_BNU,6.3,12.0,-5.7,1.3409,-7.67,71.9,55.3,16.6,-0.37,21,21,0.813,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,2,True
Sweden,SE,Large (250+),LARGE_GE250,2025,True,Data availability or quality,E_AI_BDDT,51.8,44.7,7.1,0.789,5.58,71.9,55.3,16.6,-0.37,21,21,0.813,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,3,True
Sweden,SE,Large (250+),LARGE_GE250,2025,True,Lack of expertise,E_AI_BLE,69.7,63.6,6.1,0.5916,3.59,71.9,55.3,16.6,-0.37,21,21,0.813,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,4,True
Sweden,SE,Large (250+),LARGE_GE250,2025,True,Legal consequences unclear,E_AI_BLEG,32.4,47.6,-15.2,-0.2175,3.3,71.9,55.3,16.6,-0.37,21,21,0.813,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,5,True
Sweden,SE,Large (250+),LARGE_GE250,2025,True,Incompatible with existing systems,E_AI_BINC,33.9,42.9,-8.9,-0.1525,1.36,71.9,55.3,16.6,-0.37,21,21,0.813,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,6,True
Sweden,SE,Large (250+),LARGE_GE250,2025,True,Privacy and data protection,E_AI_BCDP,52.4,55.5,-3.0,0.3887,-1.17,71.9,55.3,16.6,-0.37,21,21,0.813,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,7,True
All countries (unweighted mean),ALL_MEAN,Medium (50-249),MEDIUM_50_249,2025,False,Cost too high,E_AI_BCST,40.3,40.3,0.0,-0.8786,-0.0,32.2,32.2,0.0,0.0,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,1,True
All countries (unweighted mean),ALL_MEAN,Medium (50-249),MEDIUM_50_249,2025,False,Lack of expertise,E_AI_BLE,67.7,67.7,0.0,0.816,0.0,32.2,32.2,0.0,0.0,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,2,True
All countries (unweighted mean),ALL_MEAN,Medium (50-249),MEDIUM_50_249,2025,False,Data availability or quality,E_AI_BDDT,40.7,40.7,0.0,-0.2983,-0.0,32.2,32.2,0.0,0.0,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,3,True
All countries (unweighted mean),ALL_MEAN,Medium (50-249),MEDIUM_50_249,2025,False,Legal consequences unclear,E_AI_BLEG,47.0,47.0,0.0,0.0559,0.0,32.2,32.2,0.0,0.0,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,4,True
All countries (unweighted mean),ALL_MEAN,Medium (50-249),MEDIUM_50_249,2025,False,Privacy and data protection,E_AI_BCDP,49.9,49.9,0.0,-0.0659,-0.0,32.2,32.2,0.0,0.0,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,5,True
All countries (unweighted mean),ALL_MEAN,Medium (50-249),MEDIUM_50_249,2025,False,Incompatible with existing systems,E_AI_BINC,42.9,42.9,0.0,0.2037,0.0,32.2,32.2,0.0,0.0,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,6,True
All countries (unweighted mean),ALL_MEAN,Medium (50-249),MEDIUM_50_249,2025,False,AI not useful for us,E_AI_BNU,15.0,15.0,0.0,0.1805,0.0,32.2,32.2,0.0,0.0,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,7,True
Austria,AT,Medium (50-249),MEDIUM_50_249,2025,True,Cost too high,E_AI_BCST,27.4,40.3,-12.9,-0.8786,11.32,44.6,32.2,12.3,2.61,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,1,True
Austria,AT,Medium (50-249),MEDIUM_50_249,2025,True,Incompatible with existing systems,E_AI_BINC,37.5,42.9,-5.4,0.2037,-1.1,44.6,32.2,12.3,2.61,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,2,True
Austria,AT,Medium (50-249),MEDIUM_50_249,2025,True,Lack of expertise,E_AI_BLE,66.4,67.7,-1.2,0.816,-1.0,44.6,32.2,12.3,2.61,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,3,True
Austria,AT,Medium (50-249),MEDIUM_50_249,2025,True,AI not useful for us,E_AI_BNU,18.0,15.0,3.1,0.1805,0.55,44.6,32.2,12.3,2.61,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,4,True
Austria,AT,Medium (50-249),MEDIUM_50_249,2025,True,Data availability or quality,E_AI_BDDT,41.0,40.7,0.3,-0.2983,-0.08,44.6,32.2,12.3,2.61,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,5,True
Austria,AT,Medium (50-249),MEDIUM_50_249,2025,True,Legal consequences unclear,E_AI_BLEG,47.6,47.0,0.6,0.0559,0.03,44.6,32.2,12.3,2.61,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,6,True
Austria,AT,Medium (50-249),MEDIUM_50_249,2025,True,Privacy and data protection,E_AI_BCDP,50.1,49.9,0.1,-0.0659,-0.01,44.6,32.2,12.3,2.61,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,7,True
Belgium,BE,Medium (50-249),MEDIUM_50_249,2025,True,Cost too high,E_AI_BCST,33.2,40.3,-7.0,-0.8786,6.18,54.5,32.2,22.3,15.02,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,1,True
Belgium,BE,Medium (50-249),MEDIUM_50_249,2025,True,Lack of expertise,E_AI_BLE,71.9,67.7,4.2,0.816,3.47,54.5,32.2,22.3,15.02,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,2,True
Belgium,BE,Medium (50-249),MEDIUM_50_249,2025,True,Incompatible with existing systems,E_AI_BINC,36.3,42.9,-6.6,0.2037,-1.35,54.5,32.2,22.3,15.02,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,3,True
Belgium,BE,Medium (50-249),MEDIUM_50_249,2025,True,Privacy and data protection,E_AI_BCDP,61.5,49.9,11.6,-0.0659,-0.76,54.5,32.2,22.3,15.02,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,4,True
Belgium,BE,Medium (50-249),MEDIUM_50_249,2025,True,Legal consequences unclear,E_AI_BLEG,57.3,47.0,10.3,0.0559,0.57,54.5,32.2,22.3,15.02,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,5,True
Belgium,BE,Medium (50-249),MEDIUM_50_249,2025,True,AI not useful for us,E_AI_BNU,12.0,15.0,-2.9,0.1805,-0.53,54.5,32.2,22.3,15.02,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,6,True
Belgium,BE,Medium (50-249),MEDIUM_50_249,2025,True,Data availability or quality,E_AI_BDDT,41.8,40.7,1.1,-0.2983,-0.34,54.5,32.2,22.3,15.02,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,7,True
Bulgaria,BG,Medium (50-249),MEDIUM_50_249,2025,True,Cost too high,E_AI_BCST,50.6,40.3,10.3,-0.8786,-9.03,13.3,32.2,-18.9,-4.58,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,1,True
Bulgaria,BG,Medium (50-249),MEDIUM_50_249,2025,True,Lack of expertise,E_AI_BLE,61.9,67.7,-5.7,0.816,-4.68,13.3,32.2,-18.9,-4.58,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,2,True
Bulgaria,BG,Medium (50-249),MEDIUM_50_249,2025,True,AI not useful for us,E_AI_BNU,9.2,15.0,-5.8,0.1805,-1.05,13.3,32.2,-18.9,-4.58,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,3,True
Bulgaria,BG,Medium (50-249),MEDIUM_50_249,2025,True,Incompatible with existing systems,E_AI_BINC,47.0,42.9,4.0,0.2037,0.82,13.3,32.2,-18.9,-4.58,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,4,True
Bulgaria,BG,Medium (50-249),MEDIUM_50_249,2025,True,Data availability or quality,E_AI_BDDT,42.4,40.7,1.6,-0.2983,-0.49,13.3,32.2,-18.9,-4.58,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,5,True
Bulgaria,BG,Medium (50-249),MEDIUM_50_249,2025,True,Privacy and data protection,E_AI_BCDP,45.5,49.9,-4.4,-0.0659,0.29,13.3,32.2,-18.9,-4.58,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,6,True
Bulgaria,BG,Medium (50-249),MEDIUM_50_249,2025,True,Legal consequences unclear,E_AI_BLEG,43.3,47.0,-3.7,0.0559,-0.2,13.3,32.2,-18.9,-4.58,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,7,True
Croatia,HR,Medium (50-249),MEDIUM_50_249,2025,True,Cost too high,E_AI_BCST,60.2,40.3,20.0,-0.8786,-17.55,25.5,32.2,-6.7,7.62,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,1,True
Croatia,HR,Medium (50-249),MEDIUM_50_249,2025,True,Incompatible with existing systems,E_AI_BINC,53.7,42.9,10.8,0.2037,2.19,25.5,32.2,-6.7,7.62,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,2,True
