tier,tier_code,geo,year,barrier,barrier_code,exposure_pct,tier_mean_pct,deviation_pp,coefficient,contribution_pp,actual_adoption_pct,expected_adoption_pct,gap_pp,unexplained_pp
Large (250+),LARGE_GE250,NL,2025,Incompatible with existing systems,E_AI_BINC,32.9,45.7,-12.8,0.0758,-0.97,67.6,56.7,10.9,5.59
Large (250+),LARGE_GE250,NL,2025,Lack of expertise,E_AI_BLE,73.0,62.9,10.1,0.3877,3.91,67.6,56.7,10.9,5.59
Large (250+),LARGE_GE250,NL,2025,Legal consequences unclear,E_AI_BLEG,50.0,38.2,11.8,-0.1717,-2.03,67.6,56.7,10.9,5.59
Large (250+),LARGE_GE250,NL,2025,AI not useful for us,E_AI_BNU,8.4,12.4,-4.0,0.3377,-1.34,67.6,56.7,10.9,5.59
Large (250+),LARGE_GE250,NO,2021,Privacy and data protection,E_AI_BCDP,17.7,41.5,-23.7,-0.0912,2.17,43.2,28.5,14.7,12.26
Large (250+),LARGE_GE250,NO,2021,Cost too high,E_AI_BCST,55.4,45.1,10.3,-0.4143,-4.28,43.2,28.5,14.7,12.26
Large (250+),LARGE_GE250,NO,2021,Data availability or quality,E_AI_BDDT,44.7,44.3,0.4,0.3716,0.16,43.2,28.5,14.7,12.26
Large (250+),LARGE_GE250,NO,2021,Incompatible with existing systems,E_AI_BINC,51.8,45.7,6.1,0.0758,0.46,43.2,28.5,14.7,12.26
Large (250+),LARGE_GE250,NO,2021,Lack of expertise,E_AI_BLE,67.1,62.9,4.2,0.3877,1.62,43.2,28.5,14.7,12.26
Large (250+),LARGE_GE250,NO,2021,Legal consequences unclear,E_AI_BLEG,18.8,38.2,-19.3,-0.1717,3.32,43.2,28.5,14.7,12.26
Large (250+),LARGE_GE250,NO,2021,AI not useful for us,E_AI_BNU,9.4,12.4,-3.0,0.3377,-1.02,43.2,28.5,14.7,12.26
Large (250+),LARGE_GE250,NO,2023,Privacy and data protection,E_AI_BCDP,32.4,41.5,-9.0,-0.0912,0.83,34.4,28.8,5.6,-6.41
Large (250+),LARGE_GE250,NO,2023,Cost too high,E_AI_BCST,31.7,45.1,-13.3,-0.4143,5.52,34.4,28.8,5.6,-6.41
Large (250+),LARGE_GE250,NO,2023,Data availability or quality,E_AI_BDDT,51.4,44.3,7.1,0.3716,2.62,34.4,28.8,5.6,-6.41
Large (250+),LARGE_GE250,NO,2023,Incompatible with existing systems,E_AI_BINC,46.3,45.7,0.7,0.0758,0.05,34.4,28.8,5.6,-6.41
Large (250+),LARGE_GE250,NO,2023,Lack of expertise,E_AI_BLE,67.1,62.9,4.3,0.3877,1.65,34.4,28.8,5.6,-6.41
Large (250+),LARGE_GE250,NO,2023,Legal consequences unclear,E_AI_BLEG,23.6,38.2,-14.6,-0.1717,2.51,34.4,28.8,5.6,-6.41
Large (250+),LARGE_GE250,NO,2023,AI not useful for us,E_AI_BNU,9.0,12.4,-3.4,0.3377,-1.15,34.4,28.8,5.6,-6.41
Large (250+),LARGE_GE250,NO,2024,Privacy and data protection,E_AI_BCDP,49.5,41.5,8.1,-0.0912,-0.74,53.3,42.0,11.3,1.47
Large (250+),LARGE_GE250,NO,2024,Cost too high,E_AI_BCST,26.6,45.1,-18.5,-0.4143,7.67,53.3,42.0,11.3,1.47
Large (250+),LARGE_GE250,NO,2024,Data availability or quality,E_AI_BDDT,54.6,44.3,10.3,0.3716,3.82,53.3,42.0,11.3,1.47
Large (250+),LARGE_GE250,NO,2024,Incompatible with existing systems,E_AI_BINC,48.3,45.7,2.6,0.0758,0.2,53.3,42.0,11.3,1.47
Large (250+),LARGE_GE250,NO,2024,Lack of expertise,E_AI_BLE,69.7,62.9,6.8,0.3877,2.63,53.3,42.0,11.3,1.47
Large (250+),LARGE_GE250,NO,2024,Legal consequences unclear,E_AI_BLEG,45.7,38.2,7.5,-0.1717,-1.29,53.3,42.0,11.3,1.47
Large (250+),LARGE_GE250,NO,2024,AI not useful for us,E_AI_BNU,5.0,12.4,-7.3,0.3377,-2.48,53.3,42.0,11.3,1.47
Large (250+),LARGE_GE250,NO,2025,Privacy and data protection,E_AI_BCDP,54.6,41.5,13.2,-0.0912,-1.2,66.0,56.7,9.3,2.26
Large (250+),LARGE_GE250,NO,2025,Cost too high,E_AI_BCST,30.2,45.1,-14.9,-0.4143,6.18,66.0,56.7,9.3,2.26
Large (250+),LARGE_GE250,NO,2025,Data availability or quality,E_AI_BDDT,51.7,44.3,7.4,0.3716,2.74,66.0,56.7,9.3,2.26
Large (250+),LARGE_GE250,NO,2025,Incompatible with existing systems,E_AI_BINC,36.0,45.7,-9.7,0.0758,-0.73,66.0,56.7,9.3,2.26
Large (250+),LARGE_GE250,NO,2025,Lack of expertise,E_AI_BLE,68.8,62.9,5.9,0.3877,2.3,66.0,56.7,9.3,2.26
Large (250+),LARGE_GE250,NO,2025,Legal consequences unclear,E_AI_BLEG,45.4,38.2,7.2,-0.1717,-1.24,66.0,56.7,9.3,2.26
Large (250+),LARGE_GE250,NO,2025,AI not useful for us,E_AI_BNU,9.5,12.4,-2.9,0.3377,-0.97,66.0,56.7,9.3,2.26
Large (250+),LARGE_GE250,PL,2021,Privacy and data protection,E_AI_BCDP,25.5,41.5,-16.0,-0.0912,1.46,17.5,28.5,-11.0,-2.22
Large (250+),LARGE_GE250,PL,2021,Cost too high,E_AI_BCST,63.6,45.1,18.5,-0.4143,-7.66,17.5,28.5,-11.0,-2.22
Large (250+),LARGE_GE250,PL,2021,Data availability or quality,E_AI_BDDT,26.4,44.3,-17.9,0.3716,-6.65,17.5,28.5,-11.0,-2.22
Large (250+),LARGE_GE250,PL,2021,Incompatible with existing systems,E_AI_BINC,47.7,45.7,2.0,0.0758,0.15,17.5,28.5,-11.0,-2.22
Large (250+),LARGE_GE250,PL,2021,Lack of expertise,E_AI_BLE,61.8,62.9,-1.1,0.3877,-0.44,17.5,28.5,-11.0,-2.22
Large (250+),LARGE_GE250,PL,2021,Legal consequences unclear,E_AI_BLEG,25.4,38.2,-12.8,-0.1717,2.2,17.5,28.5,-11.0,-2.22
Large (250+),LARGE_GE250,PL,2021,AI not useful for us,E_AI_BNU,18.8,12.4,6.4,0.3377,2.16,17.5,28.5,-11.0,-2.22
Large (250+),LARGE_GE250,PL,2023,Privacy and data protection,E_AI_BCDP,40.2,41.5,-1.2,-0.0912,0.11,24.4,28.8,-4.4,1.46
Large (250+),LARGE_GE250,PL,2023,Cost too high,E_AI_BCST,54.2,45.1,9.2,-0.4143,-3.8,24.4,28.8,-4.4,1.46
Large (250+),LARGE_GE250,PL,2023,Data availability or quality,E_AI_BDDT,32.2,44.3,-12.1,0.3716,-4.48,24.4,28.8,-4.4,1.46
Large (250+),LARGE_GE250,PL,2023,Incompatible with existing systems,E_AI_BINC,42.8,45.7,-2.9,0.0758,-0.22,24.4,28.8,-4.4,1.46
Large (250+),LARGE_GE250,PL,2023,Lack of expertise,E_AI_BLE,57.0,62.9,-5.8,0.3877,-2.27,24.4,28.8,-4.4,1.46
Large (250+),LARGE_GE250,PL,2023,Legal consequences unclear,E_AI_BLEG,41.7,38.2,3.5,-0.1717,-0.6,24.4,28.8,-4.4,1.46
Large (250+),LARGE_GE250,PL,2023,AI not useful for us,E_AI_BNU,28.4,12.4,16.0,0.3377,5.41,24.4,28.8,-4.4,1.46
Large (250+),LARGE_GE250,PL,2024,Privacy and data protection,E_AI_BCDP,46.8,41.5,5.4,-0.0912,-0.49,33.0,42.0,-9.1,-1.91
Large (250+),LARGE_GE250,PL,2024,Cost too high,E_AI_BCST,52.0,45.1,6.9,-0.4143,-2.86,33.0,42.0,-9.1,-1.91
Large (250+),LARGE_GE250,PL,2024,Data availability or quality,E_AI_BDDT,34.1,44.3,-10.2,0.3716,-3.79,33.0,42.0,-9.1,-1.91
Large (250+),LARGE_GE250,PL,2024,Incompatible with existing systems,E_AI_BINC,36.2,45.7,-9.4,0.0758,-0.72,33.0,42.0,-9.1,-1.91
Large (250+),LARGE_GE250,PL,2024,Lack of expertise,E_AI_BLE,57.9,62.9,-5.0,0.3877,-1.93,33.0,42.0,-9.1,-1.91
Large (250+),LARGE_GE250,PL,2024,Legal consequences unclear,E_AI_BLEG,48.8,38.2,10.6,-0.1717,-1.81,33.0,42.0,-9.1,-1.91
Large (250+),LARGE_GE250,PL,2024,AI not useful for us,E_AI_BNU,25.5,12.4,13.1,0.3377,4.44,33.0,42.0,-9.1,-1.91
Large (250+),LARGE_GE250,PL,2025,Privacy and data protection,E_AI_BCDP,57.4,41.5,15.9,-0.0912,-1.45,45.8,56.7,-10.9,3.9
Large (250+),LARGE_GE250,PL,2025,Cost too high,E_AI_BCST,62.8,45.1,17.8,-0.4143,-7.36,45.8,56.7,-10.9,3.9
Large (250+),LARGE_GE250,PL,2025,Data availability or quality,E_AI_BDDT,32.6,44.3,-11.7,0.3716,-4.36,45.8,56.7,-10.9,3.9
Large (250+),LARGE_GE250,PL,2025,Incompatible with existing systems,E_AI_BINC,40.8,45.7,-4.9,0.0758,-0.37,45.8,56.7,-10.9,3.9
Large (250+),LARGE_GE250,PL,2025,Lack of expertise,E_AI_BLE,57.5,62.9,-5.4,0.3877,-2.1,45.8,56.7,-10.9,3.9
Large (250+),LARGE_GE250,PL,2025,Legal consequences unclear,E_AI_BLEG,51.4,38.2,13.2,-0.1717,-2.27,45.8,56.7,-10.9,3.9
Large (250+),LARGE_GE250,PL,2025,AI not useful for us,E_AI_BNU,21.6,12.4,9.2,0.3377,3.1,45.8,56.7,-10.9,3.9
Large (250+),LARGE_GE250,PT,2021,Privacy and data protection,E_AI_BCDP,34.8,41.5,-6.6,-0.0912,0.61,28.3,28.5,-0.2,9.13
Large (250+),LARGE_GE250,PT,2021,Cost too high,E_AI_BCST,68.5,45.1,23.5,-0.4143,-9.72,28.3,28.5,-0.2,9.13
Large (250+),LARGE_GE250,PT,2021,Data availability or quality,E_AI_BDDT,46.3,44.3,2.0,0.3716,0.75,28.3,28.5,-0.2,9.13
Large (250+),LARGE_GE250,PT,2021,Incompatible with existing systems,E_AI_BINC,55.4,45.7,9.7,0.0758,0.74,28.3,28.5,-0.2,9.13
Large (250+),LARGE_GE250,PT,2021,Lack of expertise,E_AI_BLE,58.0,62.9,-4.9,0.3877,-1.91,28.3,28.5,-0.2,9.13
Large (250+),LARGE_GE250,PT,2021,Legal consequences unclear,E_AI_BLEG,23.4,38.2,-14.8,-0.1717,2.54,28.3,28.5,-0.2,9.13
Large (250+),LARGE_GE250,PT,2021,AI not useful for us,E_AI_BNU,5.5,12.4,-6.9,0.3377,-2.32,28.3,28.5,-0.2,9.13
Large (250+),LARGE_GE250,PT,2023,Privacy and data protection,E_AI_BCDP,38.6,41.5,-2.9,-0.0912,0.26,35.4,28.8,6.7,5.87
Large (250+),LARGE_GE250,PT,2023,Cost too high,E_AI_BCST,55.3,45.1,10.2,-0.4143,-4.24,35.4,28.8,6.7,5.87
Large (250+),LARGE_GE250,PT,2023,Data availability or quality,E_AI_BDDT,52.8,44.3,8.5,0.3716,3.14,35.4,28.8,6.7,5.87
Large (250+),LARGE_GE250,PT,2023,Incompatible with existing systems,E_AI_BINC,50.5,45.7,4.9,0.0758,0.37,35.4,28.8,6.7,5.87
Large (250+),LARGE_GE250,PT,2023,Lack of expertise,E_AI_BLE,64.3,62.9,1.5,0.3877,0.57,35.4,28.8,6.7,5.87
Large (250+),LARGE_GE250,PT,2023,Legal consequences unclear,E_AI_BLEG,42.5,38.2,4.3,-0.1717,-0.75,35.4,28.8,6.7,5.87
Large (250+),LARGE_GE250,PT,2023,AI not useful for us,E_AI_BNU,16.6,12.4,4.3,0.3377,1.44,35.4,28.8,6.7,5.87
Large (250+),LARGE_GE250,PT,2024,Privacy and data protection,E_AI_BCDP,53.9,41.5,12.5,-0.0912,-1.14,41.9,42.0,-0.1,3.03
Large (250+),LARGE_GE250,PT,2024,Cost too high,E_AI_BCST,56.4,45.1,11.3,-0.4143,-4.68,41.9,42.0,-0.1,3.03
Large (250+),LARGE_GE250,PT,2024,Data availability or quality,E_AI_BDDT,51.7,44.3,7.4,0.3716,2.75,41.9,42.0,-0.1,3.03
Large (250+),LARGE_GE250,PT,2024,Incompatible with existing systems,E_AI_BINC,47.1,45.7,1.4,0.0758,0.11,41.9,42.0,-0.1,3.03
Large (250+),LARGE_GE250,PT,2024,Lack of expertise,E_AI_BLE,69.6,62.9,6.7,0.3877,2.61,41.9,42.0,-0.1,3.03
Large (250+),LARGE_GE250,PT,2024,Legal consequences unclear,E_AI_BLEG,51.7,38.2,13.5,-0.1717,-2.32,41.9,42.0,-0.1,3.03
Large (250+),LARGE_GE250,PT,2024,AI not useful for us,E_AI_BNU,10.9,12.4,-1.5,0.3377,-0.49,41.9,42.0,-0.1,3.03
Large (250+),LARGE_GE250,PT,2025,Privacy and data protection,E_AI_BCDP,57.7,41.5,16.3,-0.0912,-1.48,49.2,56.7,-7.6,-1.28
Large (250+),LARGE_GE250,PT,2025,Cost too high,E_AI_BCST,51.8,45.1,6.8,-0.4143,-2.8,49.2,56.7,-7.6,-1.28
Large (250+),LARGE_GE250,PT,2025,Data availability or quality,E_AI_BDDT,53.5,44.3,9.2,0.3716,3.43,49.2,56.7,-7.6,-1.28
Large (250+),LARGE_GE250,PT,2025,Incompatible with existing systems,E_AI_BINC,45.0,45.7,-0.7,0.0758,-0.05,49.2,56.7,-7.6,-1.28
Large (250+),LARGE_GE250,PT,2025,Lack of expertise,E_AI_BLE,60.1,62.9,-2.7,0.3877,-1.07,49.2,56.7,-7.6,-1.28
Large (250+),LARGE_GE250,PT,2025,Legal consequences unclear,E_AI_BLEG,53.2,38.2,15.1,-0.1717,-2.58,49.2,56.7,-7.6,-1.28
Large (250+),LARGE_GE250,PT,2025,AI not useful for us,E_AI_BNU,7.3,12.4,-5.1,0.3377,-1.71,49.2,56.7,-7.6,-1.28
Large (250+),LARGE_GE250,SE,2021,Privacy and data protection,E_AI_BCDP,27.4,41.5,-14.1,-0.0912,1.29,40.3,28.5,11.8,-0.2
Large (250+),LARGE_GE250,SE,2021,Cost too high,E_AI_BCST,26.4,45.1,-18.7,-0.4143,7.73,40.3,28.5,11.8,-0.2
Large (250+),LARGE_GE250,SE,2021,Data availability or quality,E_AI_BDDT,46.4,44.3,2.1,0.3716,0.78,40.3,28.5,11.8,-0.2
Large (250+),LARGE_GE250,SE,2021,Incompatible with existing systems,E_AI_BINC,46.4,45.7,0.8,0.0758,0.06,40.3,28.5,11.8,-0.2
Large (250+),LARGE_GE250,SE,2021,Lack of expertise,E_AI_BLE,64.2,62.9,1.4,0.3877,0.53,40.3,28.5,11.8,-0.2
Large (250+),LARGE_GE250,SE,2021,Legal consequences unclear,E_AI_BLEG,22.8,38.2,-15.4,-0.1717,2.64,40.3,28.5,11.8,-0.2
Large (250+),LARGE_GE250,SE,2021,AI not useful for us,E_AI_BNU,9.5,12.4,-2.9,0.3377,-0.98,40.3,28.5,11.8,-0.2
Large (250+),LARGE_GE250,SE,2023,Privacy and data protection,E_AI_BCDP,27.4,41.5,-14.0,-0.0912,1.28,37.8,28.8,9.1,-5.52
Large (250+),LARGE_GE250,SE,2023,Cost too high,E_AI_BCST,28.6,45.1,-16.5,-0.4143,6.85,37.8,28.8,9.1,-5.52
Large (250+),LARGE_GE250,SE,2023,Data availability or quality,E_AI_BDDT,48.6,44.3,4.3,0.3716,1.61,37.8,28.8,9.1,-5.52
Large (250+),LARGE_GE250,SE,2023,Incompatible with existing systems,E_AI_BINC,47.6,45.7,1.9,0.0758,0.14,37.8,28.8,9.1,-5.52
Large (250+),LARGE_GE250,SE,2023,Lack of expertise,E_AI_BLE,71.6,62.9,8.8,0.3877,3.4,37.8,28.8,9.1,-5.52
Large (250+),LARGE_GE250,SE,2023,Legal consequences unclear,E_AI_BLEG,24.9,38.2,-13.3,-0.1717,2.28,37.8,28.8,9.1,-5.52
Large (250+),LARGE_GE250,SE,2023,AI not useful for us,E_AI_BNU,9.4,12.4,-2.9,0.3377,-0.99,37.8,28.8,9.1,-5.52
Large (250+),LARGE_GE250,SE,2024,Privacy and data protection,E_AI_BCDP,45.4,41.5,3.9,-0.0912,-0.36,56.3,42.0,14.3,-0.14
Large (250+),LARGE_GE250,SE,2024,Cost too high,E_AI_BCST,23.0,45.1,-22.1,-0.4143,9.14,56.3,42.0,14.3,-0.14
Large (250+),LARGE_GE250,SE,2024,Data availability or quality,E_AI_BDDT,53.8,44.3,9.5,0.3716,3.54,56.3,42.0,14.3,-0.14
Large (250+),LARGE_GE250,SE,2024,Incompatible with existing systems,E_AI_BINC,42.2,45.7,-3.5,0.0758,-0.27,56.3,42.0,14.3,-0.14
Large (250+),LARGE_GE250,SE,2024,Lack of expertise,E_AI_BLE,68.7,62.9,5.9,0.3877,2.27,56.3,42.0,14.3,-0.14
Large (250+),LARGE_GE250,SE,2024,Legal consequences unclear,E_AI_BLEG,35.4,38.2,-2.8,-0.1717,0.48,56.3,42.0,14.3,-0.14
Large (250+),LARGE_GE250,SE,2024,AI not useful for us,E_AI_BNU,11.4,12.4,-1.0,0.3377,-0.34,56.3,42.0,14.3,-0.14
Large (250+),LARGE_GE250,SE,2025,Privacy and data protection,E_AI_BCDP,52.4,41.5,11.0,-0.0912,-1.0,71.9,56.7,15.2,3.99
Large (250+),LARGE_GE250,SE,2025,Cost too high,E_AI_BCST,24.1,45.1,-21.0,-0.4143,8.69,71.9,56.7,15.2,3.99
Large (250+),LARGE_GE250,SE,2025,Data availability or quality,E_AI_BDDT,51.8,44.3,7.5,0.3716,2.79,71.9,56.7,15.2,3.99
Large (250+),LARGE_GE250,SE,2025,Incompatible with existing systems,E_AI_BINC,33.9,45.7,-11.7,0.0758,-0.89,71.9,56.7,15.2,3.99
Large (250+),LARGE_GE250,SE,2025,Lack of expertise,E_AI_BLE,69.7,62.9,6.8,0.3877,2.64,71.9,56.7,15.2,3.99
Large (250+),LARGE_GE250,SE,2025,Legal consequences unclear,E_AI_BLEG,32.4,38.2,-5.7,-0.1717,0.99,71.9,56.7,15.2,3.99
Large (250+),LARGE_GE250,SE,2025,AI not useful for us,E_AI_BNU,6.3,12.4,-6.1,0.3377,-2.05,71.9,56.7,15.2,3.99
Large (250+),LARGE_GE250,SI,2021,Privacy and data protection,E_AI_BCDP,26.1,41.5,-15.4,-0.0912,1.4,36.4,28.5,8.0,2.52
Large (250+),LARGE_GE250,SI,2021,Cost too high,E_AI_BCST,51.8,45.1,6.8,-0.4143,-2.8,36.4,28.5,8.0,2.52
Large (250+),LARGE_GE250,SI,2021,Data availability or quality,E_AI_BDDT,48.2,44.3,3.9,0.3716,1.43,36.4,28.5,8.0,2.52
Large (250+),LARGE_GE250,SI,2021,Incompatible with existing systems,E_AI_BINC,47.8,45.7,2.1,0.0758,0.16,36.4,28.5,8.0,2.52
Large (250+),LARGE_GE250,SI,2021,Lack of expertise,E_AI_BLE,73.9,62.9,11.0,0.3877,4.27,36.4,28.5,8.0,2.52
Large (250+),LARGE_GE250,SI,2021,Legal consequences unclear,E_AI_BLEG,29.8,38.2,-8.4,-0.1717,1.45,36.4,28.5,8.0,2.52
Large (250+),LARGE_GE250,SI,2021,AI not useful for us,E_AI_BNU,11.0,12.4,-1.3,0.3377,-0.45,36.4,28.5,8.0,2.52
Large (250+),LARGE_GE250,SI,2023,Privacy and data protection,E_AI_BCDP,34.8,41.5,-6.7,-0.0912,0.61,53.2,28.8,24.4,29.92
Large (250+),LARGE_GE250,SI,2023,Cost too high,E_AI_BCST,52.2,45.1,7.1,-0.4143,-2.94,53.2,28.8,24.4,29.92
Large (250+),LARGE_GE250,SI,2023,Data availability or quality,E_AI_BDDT,30.4,44.3,-13.9,0.3716,-5.15,53.2,28.8,24.4,29.92
Large (250+),LARGE_GE250,SI,2023,Incompatible with existing systems,E_AI_BINC,56.5,45.7,10.9,0.0758,0.82,53.2,28.8,24.4,29.92
Large (250+),LARGE_GE250,SI,2023,Lack of expertise,E_AI_BLE,69.6,62.9,6.7,0.3877,2.59,53.2,28.8,24.4,29.92
Large (250+),LARGE_GE250,SI,2023,Legal consequences unclear,E_AI_BLEG,47.8,38.2,9.6,-0.1717,-1.65,53.2,28.8,24.4,29.92
Large (250+),LARGE_GE250,SI,2023,AI not useful for us,E_AI_BNU,13.0,12.4,0.7,0.3377,0.22,53.2,28.8,24.4,29.92
Large (250+),LARGE_GE250,SI,2024,Privacy and data protection,E_AI_BCDP,33.1,41.5,-8.4,-0.0912,0.76,59.7,42.0,17.7,14.68
Large (250+),LARGE_GE250,SI,2024,Cost too high,E_AI_BCST,50.3,45.1,5.2,-0.4143,-2.15,59.7,42.0,17.7,14.68
Large (250+),LARGE_GE250,SI,2024,Data availability or quality,E_AI_BDDT,46.8,44.3,2.5,0.3716,0.93,59.7,42.0,17.7,14.68
Large (250+),LARGE_GE250,SI,2024,Incompatible with existing systems,E_AI_BINC,57.2,45.7,11.6,0.0758,0.88,59.7,42.0,17.7,14.68
Large (250+),LARGE_GE250,SI,2024,Lack of expertise,E_AI_BLE,65.6,62.9,2.7,0.3877,1.05,59.7,42.0,17.7,14.68
Large (250+),LARGE_GE250,SI,2024,Legal consequences unclear,E_AI_BLEG,44.7,38.2,6.5,-0.1717,-1.12,59.7,42.0,17.7,14.68
Large (250+),LARGE_GE250,SI,2024,AI not useful for us,E_AI_BNU,20.2,12.4,7.8,0.3377,2.64,59.7,42.0,17.7,14.68
Large (250+),LARGE_GE250,SI,2025,Privacy and data protection,E_AI_BCDP,50.8,41.5,9.3,-0.0912,-0.85,71.7,56.7,15.0,13.9
Large (250+),LARGE_GE250,SI,2025,Cost too high,E_AI_BCST,39.0,45.1,-6.1,-0.4143,2.51,71.7,56.7,15.0,13.9
Large (250+),LARGE_GE250,SI,2025,Data availability or quality,E_AI_BDDT,49.5,44.3,5.2,0.3716,1.93,71.7,56.7,15.0,13.9
Large (250+),LARGE_GE250,SI,2025,Incompatible with existing systems,E_AI_BINC,46.0,45.7,0.3,0.0758,0.02,71.7,56.7,15.0,13.9
Large (250+),LARGE_GE250,SI,2025,Lack of expertise,E_AI_BLE,60.4,62.9,-2.5,0.3877,-0.96,71.7,56.7,15.0,13.9
Large (250+),LARGE_GE250,SI,2025,Legal consequences unclear,E_AI_BLEG,57.4,38.2,19.3,-0.1717,-3.31,71.7,56.7,15.0,13.9
Large (250+),LARGE_GE250,SI,2025,AI not useful for us,E_AI_BNU,17.6,12.4,5.3,0.3377,1.78,71.7,56.7,15.0,13.9
Large (250+),LARGE_GE250,SK,2021,Privacy and data protection,E_AI_BCDP,37.1,41.5,-4.4,-0.0912,0.4,19.4,28.5,-9.0,-5.45
Large (250+),LARGE_GE250,SK,2021,Cost too high,E_AI_BCST,65.3,45.1,20.2,-0.4143,-8.38,19.4,28.5,-9.0,-5.45
Large (250+),LARGE_GE250,SK,2021,Data availability or quality,E_AI_BDDT,35.9,44.3,-8.4,0.3716,-3.13,19.4,28.5,-9.0,-5.45
Large (250+),LARGE_GE250,SK,2021,Incompatible with existing systems,E_AI_BINC,57.1,45.7,11.4,0.0758,0.87,19.4,28.5,-9.0,-5.45
Large (250+),LARGE_GE250,SK,2021,Lack of expertise,E_AI_BLE,67.2,62.9,4.3,0.3877,1.66,19.4,28.5,-9.0,-5.45
Large (250+),LARGE_GE250,SK,2021,Legal consequences unclear,E_AI_BLEG,37.1,38.2,-1.1,-0.1717,0.19,19.4,28.5,-9.0,-5.45
Large (250+),LARGE_GE250,SK,2021,AI not useful for us,E_AI_BNU,26.6,12.4,14.3,0.3377,4.82,19.4,28.5,-9.0,-5.45
Large (250+),LARGE_GE250,SK,2023,Privacy and data protection,E_AI_BCDP,33.8,41.5,-7.6,-0.0912,0.7,21.9,28.8,-6.9,-7.9
Large (250+),LARGE_GE250,SK,2023,Cost too high,E_AI_BCST,57.3,45.1,12.2,-0.4143,-5.05,21.9,28.8,-6.9,-7.9
Large (250+),LARGE_GE250,SK,2023,Data availability or quality,E_AI_BDDT,47.0,44.3,2.7,0.3716,1.0,21.9,28.8,-6.9,-7.9
Large (250+),LARGE_GE250,SK,2023,Incompatible with existing systems,E_AI_BINC,61.7,45.7,16.0,0.0758,1.22,21.9,28.8,-6.9,-7.9
Large (250+),LARGE_GE250,SK,2023,Lack of expertise,E_AI_BLE,70.3,62.9,7.5,0.3877,2.89,21.9,28.8,-6.9,-7.9
Large (250+),LARGE_GE250,SK,2023,Legal consequences unclear,E_AI_BLEG,35.4,38.2,-2.8,-0.1717,0.49,21.9,28.8,-6.9,-7.9
Large (250+),LARGE_GE250,SK,2023,AI not useful for us,E_AI_BNU,11.7,12.4,-0.7,0.3377,-0.22,21.9,28.8,-6.9,-7.9
Large (250+),LARGE_GE250,SK,2024,Privacy and data protection,E_AI_BCDP,43.0,41.5,1.6,-0.0912,-0.14,29.1,42.0,-12.9,-14.92
Large (250+),LARGE_GE250,SK,2024,Cost too high,E_AI_BCST,42.0,45.1,-3.0,-0.4143,1.25,29.1,42.0,-12.9,-14.92
Large (250+),LARGE_GE250,SK,2024,Data availability or quality,E_AI_BDDT,44.2,44.3,-0.1,0.3716,-0.04,29.1,42.0,-12.9,-14.92
Large (250+),LARGE_GE250,SK,2024,Incompatible with existing systems,E_AI_BINC,59.0,45.7,13.3,0.0758,1.01,29.1,42.0,-12.9,-14.92
Large (250+),LARGE_GE250,SK,2024,Lack of expertise,E_AI_BLE,65.8,62.9,3.0,0.3877,1.15,29.1,42.0,-12.9,-14.92
Large (250+),LARGE_GE250,SK,2024,Legal consequences unclear,E_AI_BLEG,47.7,38.2,9.5,-0.1717,-1.64,29.1,42.0,-12.9,-14.92
Large (250+),LARGE_GE250,SK,2024,AI not useful for us,E_AI_BNU,13.6,12.4,1.2,0.3377,0.4,29.1,42.0,-12.9,-14.92
Large (250+),LARGE_GE250,SK,2025,Privacy and data protection,E_AI_BCDP,56.1,41.5,14.6,-0.0912,-1.33,43.7,56.7,-13.0,-4.92
Large (250+),LARGE_GE250,SK,2025,Cost too high,E_AI_BCST,50.7,45.1,5.7,-0.4143,-2.34,43.7,56.7,-13.0,-4.92
Large (250+),LARGE_GE250,SK,2025,Data availability or quality,E_AI_BDDT,38.3,44.3,-6.0,0.3716,-2.24,43.7,56.7,-13.0,-4.92
Large (250+),LARGE_GE250,SK,2025,Incompatible with existing systems,E_AI_BINC,52.2,45.7,6.5,0.0758,0.49,43.7,56.7,-13.0,-4.92
Large (250+),LARGE_GE250,SK,2025,Lack of expertise,E_AI_BLE,64.6,62.9,1.7,0.3877,0.65,43.7,56.7,-13.0,-4.92
Large (250+),LARGE_GE250,SK,2025,Legal consequences unclear,E_AI_BLEG,57.4,38.2,19.2,-0.1717,-3.29,43.7,56.7,-13.0,-4.92
Large (250+),LARGE_GE250,SK,2025,AI not useful for us,E_AI_BNU,12.4,12.4,0.0,0.3377,0.01,43.7,56.7,-13.0,-4.92
Medium (50-249),MEDIUM_50_249,AT,2021,Privacy and data protection,E_AI_BCDP,28.1,40.4,-12.2,0.1796,-2.19,14.6,19.1,-4.5,-0.03
Medium (50-249),MEDIUM_50_249,AT,2021,Cost too high,E_AI_BCST,51.1,46.5,4.6,-0.4067,-1.86,14.6,19.1,-4.5,-0.03
Medium (50-249),MEDIUM_50_249,AT,2021,Data availability or quality,E_AI_BDDT,46.7,42.3,4.3,-0.0809,-0.35,14.6,19.1,-4.5,-0.03
Medium (50-249),MEDIUM_50_249,AT,2021,Incompatible with existing systems,E_AI_BINC,54.8,47.3,7.5,0.0707,0.53,14.6,19.1,-4.5,-0.03
Medium (50-249),MEDIUM_50_249,AT,2021,Lack of expertise,E_AI_BLE,59.0,64.6,-5.6,0.4269,-2.37,14.6,19.1,-4.5,-0.03
